Transaction Date & Time,Transaction Amount,Transaction Type,Currency,Customer Age,Customer Occupation,Account Balance,Average Transaction Amount,Transaction Frequency,Account Tenure,Country of Origin,Country of Destination,Third-Party Involvement,Linked Accounts,PEP Status,Suspicious
2024-02-24 17:57:48,92350.34,Online Payment,GBP,65,Lawyer,281925.43,6878.94,63,29,Germany,Germany,0,1,0,0
2024-02-24 09:15:49,31075.99,Online Payment,NGN,61,Teacher,7899.33,37519.92,74,8,Germany,UK,0,0,1,1
2024-04-27 23:21:33,65150.62,Withdrawal,GBP,52,Doctor,101507.96,35768.31,8,26,UK,China,0,1,0,0
2024-07-29 22:36:56,72356.77,Online Payment,EUR,26,Business Owner,229444.76,10084.64,40,8,USA,China,0,1,1,1
2024-04-03 02:12:09,14164.45,Withdrawal,NGN,34,Doctor,200567.7,39064.04,72,3,Nigeria,UK,0,1,0,0
2024-05-14 19:01:40,16973.86,Cash Deposit,NGN,24,Business Owner,595476.3,10874.44,50,15,UK,Nigeria,0,1,1,1
2024-02-22 05:12:23,45298.62,Cash Deposit,EUR,64,Lawyer,778666.27,46935.22,5,4,Nigeria,USA,1,0,1,0
2024-01-07 06:43:40,28668.35,Withdrawal,EUR,32,Teacher,279020.28,29888.26,49,20,UK,Nigeria,1,1,0,1
2024-08-22 09:26:45,1895.41,Online Payment,NGN,62,Lawyer,412521.93,30172.73,12,9,UK,China,0,1,0,0
2024-10-25 03:01:09,53339.6,Withdrawal,EUR,26,Lawyer,11471.31,42523.28,49,1,Germany,Germany,0,1,1,0
2024-07-07 06:01:58,70171.57,Wire Transfer,USD,66,Teacher,842686.11,31947.02,68,7,China,USA,0,0,1,0
2024-04-09 18:10:09,45905.1,Online Payment,EUR,36,Doctor,337928.51,5150.89,28,9,UK,Nigeria,0,0,0,0
2024-03-06 12:23:55,53776.18,Wire Transfer,GBP,67,Doctor,616448.34,16080.63,30,25,UK,Germany,0,0,1,0
2024-10-02 07:35:00,59855.67,Online Payment,NGN,59,Doctor,158974.06,39169.71,37,14,USA,USA,1,0,1,0
2024-07-20 10:37:38,59180.62,Online Payment,NGN,22,Lawyer,747300.52,47157.19,1,9,China,UK,1,0,0,0
2024-04-22 23:20:45,86616.66,Online Payment,USD,46,Teacher,78127.75,48895.66,89,28,China,Nigeria,1,1,0,1
2024-03-10 01:46:18,7593.35,Withdrawal,EUR,58,Teacher,823770.59,8238.48,91,7,USA,China,1,1,1,0
2024-01-30 02:54:47,9348.46,Wire Transfer,EUR,69,Lawyer,838297.89,26276.46,16,11,UK,USA,0,1,0,0
2024-01-27 15:32:35,98765.81,Wire Transfer,USD,64,Engineer,205407.88,37261.87,74,22,Nigeria,Germany,1,1,1,0
2024-09-26 21:38:34,2783.25,Online Payment,NGN,65,Lawyer,592830.3,27145.97,50,8,China,Nigeria,0,0,0,1
2024-06-01 06:10:02,31247.58,Withdrawal,GBP,68,Lawyer,564260,30284.65,82,21,UK,UK,0,0,1,0
2024-08-13 05:03:00,7760.82,Cash Deposit,NGN,44,Doctor,256584.62,13028.67,67,17,Germany,China,1,0,1,0
2024-07-30 05:43:21,60839.36,Wire Transfer,NGN,68,Engineer,616131.91,31908.73,10,25,UK,UK,1,0,1,0
2024-02-14 03:55:38,39580.65,Withdrawal,EUR,72,Doctor,568463.07,29685.65,63,14,Germany,USA,1,0,1,0
2024-07-13 14:10:40,31322.46,Wire Transfer,NGN,60,Lawyer,439113.39,24044.23,9,6,Nigeria,USA,0,0,0,0
2024-08-31 23:18:07,39120.23,Online Payment,NGN,24,Business Owner,368467.46,28343.78,94,7,Nigeria,USA,0,1,0,0
2024-01-15 10:35:54,22182.22,Online Payment,USD,60,Teacher,36470.06,19176.11,44,19,China,Nigeria,1,1,1,1
2024-05-24 05:04:01,8811.4,Withdrawal,GBP,70,Doctor,898412.34,15426.48,34,3,Germany,UK,0,0,0,0
2024-08-27 14:11:25,89929.03,Cash Deposit,USD,60,Lawyer,174628.58,27358.23,79,24,Germany,USA,1,1,1,0
2024-09-06 10:29:56,75441.85,Wire Transfer,USD,49,Teacher,817702.46,3743.26,44,22,UK,China,1,0,0,0
2024-09-04 16:46:31,45161.24,Cash Deposit,USD,55,Teacher,870242.93,29509.32,33,19,Germany,Germany,0,0,1,0
2024-04-30 11:03:33,36504.52,Cash Deposit,EUR,47,Engineer,455951.44,47389.8,93,15,China,UK,1,1,1,1
2024-09-18 15:13:57,21444.61,Cash Deposit,NGN,30,Business Owner,319290.1,20261.57,55,4,Germany,UK,0,1,1,0
2024-05-16 00:21:59,6351.58,Cash Deposit,EUR,39,Engineer,989725.05,8949.15,83,16,Nigeria,Nigeria,1,1,0,0
2024-01-28 13:19:22,72878.64,Withdrawal,GBP,29,Engineer,339772.77,5190.15,45,3,UK,UK,0,0,0,0
2024-05-07 10:36:07,35263.43,Wire Transfer,NGN,39,Engineer,825088.98,37360.55,86,14,Nigeria,USA,0,0,0,0
2024-01-30 16:01:38,64279.91,Online Payment,USD,41,Engineer,840358.31,35189.7,48,9,Germany,UK,1,0,0,0
2024-10-21 03:10:13,30050.16,Wire Transfer,EUR,73,Doctor,638959.09,3502.07,59,5,Nigeria,USA,0,0,1,0
2024-02-25 04:49:25,75222.51,Cash Deposit,GBP,69,Engineer,391600.45,7890.22,36,20,UK,China,0,0,0,0
2024-04-18 04:59:30,79378.44,Wire Transfer,NGN,49,Lawyer,219103.2,48913.21,62,15,USA,USA,0,0,0,0
2024-03-25 16:18:50,85161.2,Cash Deposit,GBP,55,Teacher,869905.35,39966.5,100,4,Nigeria,Nigeria,1,0,0,1
2024-05-09 00:45:50,13401.75,Wire Transfer,NGN,62,Lawyer,210194,36921.89,7,4,Nigeria,Germany,1,1,1,0
2024-03-07 13:10:45,38207.1,Wire Transfer,GBP,71,Lawyer,33924.58,10110.87,82,18,UK,Germany,1,1,1,0
2024-05-27 02:36:23,62024.56,Wire Transfer,NGN,72,Lawyer,289643.66,35293.2,16,3,USA,Germany,1,0,1,0
2024-10-01 19:52:52,31504.23,Cash Deposit,EUR,49,Doctor,867756.1,49779.39,13,26,Nigeria,UK,1,1,1,0
2024-09-12 08:07:50,41710.25,Wire Transfer,USD,25,Engineer,934366.23,14471.24,22,2,Germany,USA,1,1,1,0
2024-09-18 18:35:13,82900.68,Withdrawal,USD,37,Lawyer,709177.92,41194.35,77,7,China,USA,0,1,1,0
2024-08-08 17:13:09,59441.02,Online Payment,EUR,73,Engineer,710226.92,393.64,73,30,USA,USA,0,0,1,0
2024-09-11 20:43:48,14344.61,Wire Transfer,USD,32,Business Owner,97135.69,47150.16,30,14,USA,UK,0,0,1,0
2024-09-23 03:59:58,92012.77,Cash Deposit,USD,61,Lawyer,698569.26,816.35,87,11,China,China,1,0,0,0
2024-03-28 11:45:15,20149.45,Wire Transfer,USD,34,Lawyer,177160.59,38542.63,10,8,China,USA,0,1,0,0
2024-01-27 15:43:37,81717.8,Cash Deposit,EUR,74,Business Owner,421215.73,28934.45,6,30,USA,UK,0,0,0,0
2024-08-31 21:15:10,20303.61,Online Payment,USD,60,Lawyer,349980.58,7951.82,88,20,China,China,1,0,1,0
2024-03-05 18:08:22,82626.13,Wire Transfer,USD,20,Lawyer,516945.01,5192.77,83,15,Germany,Nigeria,0,0,1,0
2024-10-16 15:55:46,8608.38,Cash Deposit,EUR,42,Business Owner,852438.94,13951.81,31,22,USA,UK,0,0,1,0
2024-07-29 10:34:04,39492.75,Cash Deposit,NGN,74,Teacher,647854.84,26813.24,98,20,Nigeria,USA,0,0,0,0
2024-03-05 19:30:24,91265.85,Online Payment,EUR,25,Doctor,228542.3,48816.84,85,8,Nigeria,USA,1,1,1,1
2024-01-04 05:19:45,80709.62,Withdrawal,EUR,69,Doctor,604067.84,48745.24,34,3,UK,USA,1,1,1,0
2024-06-14 13:58:41,61599.49,Cash Deposit,GBP,55,Engineer,927146.99,27696.01,61,14,Germany,USA,1,0,0,0
2024-07-05 18:19:05,87743.58,Cash Deposit,GBP,36,Teacher,643457.52,49326.08,42,11,China,Germany,1,0,0,0
2024-03-17 16:36:06,67944.46,Cash Deposit,GBP,26,Business Owner,606189.65,5102.58,27,25,UK,USA,0,0,0,0
2024-03-10 03:47:51,41382.41,Wire Transfer,USD,67,Business Owner,762690.48,29830.53,32,8,UK,USA,0,1,1,0
2024-01-18 16:39:58,68289.69,Withdrawal,EUR,18,Engineer,435996.81,8612.49,63,14,UK,UK,1,0,1,0
2024-07-11 21:22:15,83068.16,Cash Deposit,NGN,52,Teacher,675820.26,7567.73,36,11,Nigeria,Nigeria,0,1,1,0
2024-07-20 07:14:07,79753.24,Wire Transfer,USD,53,Engineer,649497.16,5251.74,66,6,China,Germany,1,0,1,0
2024-08-26 20:18:15,37906.4,Online Payment,EUR,47,Teacher,135347.14,42510.87,57,2,UK,USA,1,0,1,0
2024-04-30 07:56:38,13271.78,Wire Transfer,GBP,65,Lawyer,329017.07,41547.09,47,29,Nigeria,Nigeria,1,1,0,0
2024-06-02 11:20:36,48950.52,Wire Transfer,GBP,32,Teacher,49145.19,32380.78,40,12,China,Germany,1,1,0,0
2024-07-27 13:09:41,87197.74,Wire Transfer,EUR,34,Doctor,983924.47,19066.29,41,21,Nigeria,Germany,1,1,1,0
2024-02-17 18:27:42,68394.25,Cash Deposit,NGN,59,Teacher,183869.42,8472.52,18,10,USA,Germany,1,0,1,0
2024-08-21 12:21:35,24617.74,Withdrawal,NGN,38,Teacher,17830.73,2843.87,41,14,Nigeria,Nigeria,1,1,1,0
2024-02-08 12:08:56,56144.65,Withdrawal,GBP,26,Business Owner,548477.1,40421.79,30,29,UK,UK,1,0,1,1
2024-01-19 17:50:24,40773.55,Cash Deposit,USD,20,Business Owner,182676.15,40976.11,82,12,UK,UK,1,1,0,0
2024-06-12 09:27:17,79672.28,Cash Deposit,NGN,67,Lawyer,728315.18,48654.8,5,17,UK,Germany,0,1,0,1
2024-07-16 09:43:26,86881.96,Wire Transfer,NGN,61,Lawyer,106201.43,6117.64,31,4,UK,UK,0,1,1,0
2024-03-11 12:12:58,57627.66,Cash Deposit,NGN,65,Doctor,286484.41,25932.53,53,21,Nigeria,Germany,1,0,1,0
2024-09-04 19:21:35,81246.15,Cash Deposit,NGN,54,Teacher,230133.73,45592.12,85,18,UK,Nigeria,1,0,0,0
2024-03-23 18:22:12,56658.53,Wire Transfer,USD,72,Teacher,334482.99,26417.7,67,15,China,China,0,1,1,0
2024-05-25 13:27:09,7802.55,Wire Transfer,EUR,20,Business Owner,721074.68,9680.11,54,24,Nigeria,UK,1,1,1,0
2024-09-01 11:27:23,96995.17,Wire Transfer,NGN,64,Lawyer,835457.06,6171.71,75,15,Nigeria,China,0,1,0,0
2024-06-06 16:40:57,7668.22,Online Payment,USD,34,Doctor,373587.94,42596.8,20,18,China,Nigeria,0,1,1,0
2024-09-02 16:49:49,20843.65,Online Payment,EUR,31,Teacher,939518.2,22949.01,3,14,UK,China,0,1,1,0
2024-10-10 13:34:23,84142.84,Online Payment,NGN,47,Teacher,39265.11,31111.38,35,25,Nigeria,Germany,1,0,0,0
2024-04-26 03:18:36,79822.01,Wire Transfer,EUR,28,Engineer,717602.36,7072.6,53,7,UK,USA,1,0,0,0
2024-06-29 21:55:12,13198.17,Cash Deposit,EUR,64,Engineer,509009.82,30314.98,58,30,USA,China,1,0,0,0
2024-05-01 09:08:45,87959.3,Withdrawal,GBP,41,Lawyer,156440.47,23344.24,33,3,China,UK,0,0,1,0
2024-02-19 20:48:05,38031.55,Withdrawal,GBP,32,Doctor,724365.99,12242.92,63,8,USA,China,1,0,0,0
2024-02-21 21:41:49,39767.52,Online Payment,EUR,60,Engineer,30506.34,6506.72,67,8,China,Germany,0,0,0,0
2024-08-24 00:27:51,28261.25,Online Payment,NGN,59,Doctor,94176.16,1691.24,80,21,Nigeria,UK,1,0,0,0
2024-04-09 04:28:05,49099.87,Online Payment,EUR,60,Business Owner,432506.58,6125.95,31,18,Germany,Germany,0,1,1,0
2024-09-30 08:40:31,75180.39,Online Payment,NGN,70,Engineer,133023.91,1063.45,31,23,UK,China,1,1,1,0
2024-02-02 01:08:15,98607,Cash Deposit,EUR,22,Lawyer,913664.1,998.11,81,17,USA,UK,1,0,1,0
2024-01-10 11:58:34,43893.18,Cash Deposit,USD,26,Business Owner,500257.69,1484.2,45,29,China,USA,0,1,1,0
2024-10-17 08:31:43,73691.81,Wire Transfer,EUR,68,Business Owner,931806.79,30192.28,71,7,UK,China,1,1,0,0
2024-08-12 07:34:49,6966.77,Wire Transfer,GBP,60,Engineer,27444.33,22599.17,39,4,USA,China,0,1,1,0
2024-01-31 03:47:21,7322.22,Wire Transfer,GBP,47,Lawyer,711174.77,39421.78,69,11,USA,USA,1,1,0,0
2024-08-30 23:42:03,3894.75,Withdrawal,GBP,56,Teacher,901764.76,42054.74,36,26,Nigeria,UK,1,1,1,0
2024-01-13 18:51:33,26213.31,Cash Deposit,GBP,52,Doctor,449983.9,44315.97,79,20,Germany,China,0,0,0,1
2024-03-10 18:20:32,23294.2,Withdrawal,EUR,72,Doctor,808495.46,39350.64,45,17,China,Germany,0,0,0,0
2024-08-14 22:42:15,97711.57,Wire Transfer,USD,72,Teacher,936121.11,542.36,33,16,Nigeria,Nigeria,1,1,1,0
2024-03-12 18:19:02,80096.37,Withdrawal,NGN,28,Business Owner,446504.34,37347.53,47,27,Germany,USA,0,0,0,0
2024-04-09 16:57:37,52263.17,Wire Transfer,GBP,18,Business Owner,194723.96,7195.73,73,25,Nigeria,Germany,1,1,0,0
2024-08-30 20:00:44,99867.87,Online Payment,EUR,64,Engineer,577810.78,37796.76,100,2,Germany,Nigeria,1,1,0,0
2024-02-24 22:55:05,66798.19,Withdrawal,NGN,42,Engineer,84001.58,26686.57,83,30,Nigeria,UK,0,1,1,0
2024-05-04 07:18:50,23127.13,Cash Deposit,NGN,39,Engineer,347562.83,9955.52,34,24,China,China,1,1,0,0
2024-01-16 16:17:44,37060.04,Online Payment,USD,29,Business Owner,765632.51,27669.6,20,11,Germany,UK,0,0,1,0
2024-04-19 12:33:48,89971,Withdrawal,EUR,48,Teacher,751676.1,3489.06,22,19,China,Germany,0,0,1,1
2024-08-13 15:20:52,457.75,Wire Transfer,NGN,61,Lawyer,361706.7,25250.76,96,23,UK,China,0,1,1,0
2024-06-14 02:58:43,31633.24,Online Payment,USD,61,Engineer,167044.86,26290.3,39,14,USA,Nigeria,1,1,1,0
2024-06-25 15:39:05,10252.6,Cash Deposit,EUR,29,Teacher,809494.97,27468.04,67,7,Germany,China,1,0,1,1
2024-02-03 15:31:56,52124.79,Wire Transfer,GBP,50,Lawyer,101742.09,14040,54,23,Germany,Nigeria,1,0,0,0
2024-06-28 17:08:26,29365.05,Wire Transfer,EUR,74,Engineer,782013.29,43226.37,89,18,USA,USA,0,0,0,0
2024-05-08 20:41:33,67688.24,Wire Transfer,GBP,60,Business Owner,593972.44,46929.92,97,13,UK,China,1,0,0,0
2024-06-22 14:54:47,56401.58,Wire Transfer,EUR,44,Teacher,231031.55,3268.77,48,20,Germany,Nigeria,0,1,1,1
2024-08-09 06:05:01,64121.25,Cash Deposit,GBP,29,Lawyer,764750.98,9970.51,19,29,China,USA,1,0,0,0
2024-10-21 08:22:40,17929.65,Wire Transfer,USD,59,Lawyer,33153.24,23813,36,4,USA,UK,0,1,1,0
2024-05-28 00:17:11,99678.96,Withdrawal,USD,30,Teacher,403306.89,31490.56,3,26,Germany,USA,0,1,1,0
2024-03-18 20:20:40,82128.24,Wire Transfer,EUR,50,Business Owner,139149.03,43148.97,31,25,Germany,China,1,1,0,0
2024-01-21 14:02:27,19799.53,Withdrawal,GBP,28,Doctor,3190.77,34399.67,82,29,UK,UK,1,1,0,0
2024-03-15 01:56:58,90113.3,Wire Transfer,GBP,36,Engineer,303836.33,20309.58,52,17,UK,Nigeria,1,0,1,0
2024-05-26 21:53:57,43513.46,Online Payment,EUR,63,Business Owner,899270.95,40719.16,43,27,China,Germany,0,0,0,0
2024-01-26 14:39:26,90752.65,Withdrawal,NGN,28,Teacher,452859.09,47914.17,44,10,UK,Germany,1,0,0,0
2024-01-26 04:29:07,59662.86,Wire Transfer,USD,44,Engineer,94455.88,13731.94,62,22,China,Germany,0,0,1,0
2024-06-21 09:08:15,89356.54,Withdrawal,GBP,62,Business Owner,338755.23,38086.48,96,16,USA,China,1,0,0,0
2024-09-07 14:09:17,34221.68,Withdrawal,NGN,64,Lawyer,277853.27,37312.58,67,8,Nigeria,USA,1,1,0,0
2024-03-09 08:18:56,81647.41,Online Payment,GBP,74,Doctor,466228.4,36301.79,28,24,Nigeria,Germany,0,0,1,0
2024-02-25 20:04:22,33785.61,Wire Transfer,NGN,69,Doctor,6744.08,12616.07,21,8,UK,Germany,1,1,0,0
2024-05-08 09:47:42,77884.29,Wire Transfer,NGN,46,Engineer,389958.24,8372.2,43,15,Germany,UK,0,1,0,0
2024-09-22 11:51:14,31574.14,Online Payment,USD,53,Business Owner,535221.05,39390.91,88,29,Nigeria,Germany,0,1,0,1
2024-01-15 09:13:54,53556.88,Cash Deposit,NGN,67,Lawyer,158048.21,24132.65,64,1,Germany,Nigeria,0,1,0,0
2024-01-16 00:46:54,74445.49,Cash Deposit,GBP,26,Business Owner,147307.92,27744.57,69,22,Nigeria,China,0,1,1,0
2024-04-22 13:59:11,27368.31,Withdrawal,NGN,73,Business Owner,955703.32,43689.69,97,15,China,Nigeria,0,0,0,0
2024-09-01 00:52:51,53614.91,Online Payment,EUR,34,Lawyer,292453.11,12526.36,51,6,USA,USA,0,0,1,0
2024-10-12 10:15:47,90709.91,Online Payment,GBP,64,Engineer,543843.63,14319.27,17,11,Nigeria,Germany,1,1,0,0
2024-07-02 11:36:29,47950.86,Cash Deposit,GBP,64,Engineer,738877.76,4114.86,65,25,China,Nigeria,1,0,0,0
2024-07-20 13:01:02,63334.11,Wire Transfer,GBP,64,Doctor,865972.3,35599.3,34,7,UK,Germany,0,1,1,0
2024-02-20 16:09:26,97621.25,Cash Deposit,GBP,46,Teacher,670451.19,5867.29,6,23,Germany,Germany,0,1,1,0
2024-08-24 12:22:32,20766.66,Wire Transfer,EUR,45,Engineer,715008.37,8659.22,11,21,China,Germany,1,1,1,0
2024-01-13 12:50:50,46550.2,Wire Transfer,EUR,74,Teacher,7765.03,48178.38,11,3,Germany,USA,1,0,1,0
2024-05-31 00:08:58,87787.18,Online Payment,NGN,66,Doctor,285373.87,47022.07,2,12,Germany,Nigeria,1,0,1,0
2024-10-08 21:42:15,58709.7,Withdrawal,GBP,67,Lawyer,955708.13,33855.32,13,14,Nigeria,Nigeria,1,1,1,0
2024-06-25 18:20:01,71151.41,Wire Transfer,GBP,67,Teacher,695268.76,45939.89,52,5,Germany,China,0,1,0,0
2024-08-27 13:06:38,63656.64,Online Payment,USD,42,Engineer,869102.16,28428.13,88,21,UK,USA,1,0,1,0
2024-02-04 02:03:52,78247.8,Withdrawal,GBP,28,Teacher,461336.86,1091.64,73,1,Germany,Germany,1,1,1,1
2024-03-04 05:59:54,91565.5,Cash Deposit,GBP,72,Engineer,217513.7,46581.23,68,28,China,China,0,0,1,0
2024-10-09 17:12:01,38144.15,Cash Deposit,GBP,56,Lawyer,118540.31,42395.99,44,2,Germany,Germany,0,0,1,0
2024-05-22 17:14:52,53828.44,Online Payment,EUR,50,Teacher,798356.11,14018.2,29,11,USA,Germany,1,1,0,0
2024-05-29 18:57:57,59048.56,Cash Deposit,GBP,27,Doctor,745305.31,32274.83,32,13,USA,China,1,0,1,0
2024-02-06 09:53:25,67999.95,Cash Deposit,NGN,70,Doctor,16727.55,32928.34,8,19,USA,Nigeria,0,1,0,0
2024-09-14 05:08:46,99810.95,Wire Transfer,EUR,20,Teacher,828281.24,16092.66,35,3,China,UK,0,0,0,0
2024-02-18 06:36:25,24647.11,Online Payment,USD,30,Teacher,947774.08,10083.54,20,3,China,USA,0,1,1,0
2024-08-14 17:09:22,54283.45,Wire Transfer,NGN,39,Business Owner,818083.53,4632,89,16,Nigeria,UK,1,0,0,0
2024-06-23 01:15:57,30221.93,Cash Deposit,EUR,33,Doctor,974962.47,25795.31,73,1,China,China,1,1,1,0
2024-02-20 14:20:57,70766.83,Wire Transfer,NGN,69,Business Owner,897977.91,17163.38,97,2,USA,USA,1,0,1,0
2024-10-22 21:39:07,21340.51,Withdrawal,USD,63,Teacher,564126.84,16761.73,42,14,UK,China,1,0,1,0
2024-01-20 07:41:57,94508.1,Withdrawal,GBP,22,Doctor,46155.33,12798.57,81,28,UK,USA,0,1,0,0
2024-06-25 23:28:21,74217.05,Wire Transfer,USD,50,Business Owner,590731.13,44452.45,23,7,China,Germany,1,0,1,0
2024-02-17 16:52:10,77123.98,Wire Transfer,GBP,46,Engineer,733606.5,13208.74,6,10,UK,Nigeria,0,0,0,0
2024-01-22 11:05:44,53474.98,Online Payment,NGN,37,Lawyer,489618.25,1749.77,39,3,China,China,1,1,1,0
2024-04-05 10:33:36,11205.09,Withdrawal,EUR,31,Teacher,549206.84,4997.76,38,21,Nigeria,USA,1,1,0,0
2024-03-12 15:25:08,51728.87,Withdrawal,EUR,65,Doctor,251730.24,18573.23,37,25,USA,Germany,0,0,1,0
2024-02-26 03:36:04,33547.19,Withdrawal,USD,57,Lawyer,132208.24,11948.72,15,2,USA,Nigeria,1,1,1,0
2024-10-14 08:33:56,6184.16,Wire Transfer,GBP,44,Teacher,567384.71,30268.57,65,6,Nigeria,Nigeria,1,0,1,0
2024-03-05 11:48:19,2430.23,Wire Transfer,NGN,61,Engineer,31232.02,578.28,69,3,Nigeria,China,1,1,0,0
2024-01-13 13:51:03,59178.53,Wire Transfer,USD,73,Teacher,766639.4,14401.69,2,27,UK,UK,0,0,0,0
2024-06-07 22:52:13,18765.91,Withdrawal,EUR,67,Lawyer,926435.4,7249.45,97,2,UK,Nigeria,1,0,0,0
2024-04-24 17:27:43,44546.88,Online Payment,NGN,46,Teacher,764164.82,27376.19,82,22,Nigeria,Germany,1,1,1,0
2024-08-06 07:17:51,60965.1,Wire Transfer,NGN,27,Lawyer,652452.66,15906.31,19,16,China,Germany,1,0,1,0
2024-09-29 08:21:07,60085.24,Cash Deposit,EUR,60,Doctor,766748.07,48058.7,61,3,Germany,Nigeria,0,1,0,0
2024-04-07 17:00:10,3388.35,Wire Transfer,EUR,59,Business Owner,386746.34,8510.36,94,17,USA,UK,1,1,0,0
2024-02-26 01:26:25,65238.38,Cash Deposit,NGN,51,Teacher,768763.17,4191.63,42,15,UK,Germany,1,0,1,0
2024-02-25 09:41:49,11567.92,Wire Transfer,USD,22,Doctor,24864.13,10653.37,36,26,UK,Germany,1,0,1,0
2024-09-26 08:06:55,23667.01,Wire Transfer,EUR,29,Engineer,686385.99,20806.71,19,30,USA,USA,1,1,1,0
2024-10-03 15:56:03,52811.66,Cash Deposit,NGN,22,Lawyer,670264.65,29444.62,13,30,Nigeria,Germany,1,1,1,0
2024-05-10 22:14:56,5134.57,Cash Deposit,EUR,55,Lawyer,862397.1,40412.55,62,16,China,China,1,0,0,0
2024-04-29 13:41:28,32975.4,Withdrawal,USD,19,Engineer,963180.12,13810.75,25,18,China,China,0,0,0,0
2024-03-27 15:56:32,69646.57,Wire Transfer,EUR,41,Lawyer,482723.81,7265.83,22,6,UK,UK,0,1,0,0
2024-04-02 10:24:41,66858.04,Withdrawal,EUR,32,Business Owner,233878.97,20620.42,1,5,Nigeria,Germany,0,1,1,0
2024-04-11 07:48:44,13598.98,Cash Deposit,GBP,66,Business Owner,733765.93,8482.1,6,23,China,Nigeria,1,1,0,0
2024-06-13 08:22:18,31063.43,Cash Deposit,USD,21,Lawyer,707166.28,10108.64,25,1,UK,USA,1,0,1,0
2024-09-02 13:04:31,91656,Online Payment,EUR,39,Doctor,969917.32,12609.67,20,15,China,Germany,1,0,0,0
2024-08-02 13:14:53,84543.73,Cash Deposit,USD,55,Business Owner,107441.21,20865.78,9,23,Germany,China,1,1,0,0
2024-08-24 08:17:41,36593.03,Online Payment,EUR,45,Engineer,166038.13,46655.53,69,21,UK,Germany,1,0,0,0
2024-04-20 17:25:09,25141.07,Wire Transfer,EUR,68,Lawyer,698245.28,41035.91,49,19,USA,China,0,1,0,0
2024-02-13 07:45:49,1988.88,Cash Deposit,NGN,48,Doctor,144774,27761.23,62,28,Germany,UK,1,1,0,0
2024-04-30 00:57:10,53431.19,Wire Transfer,NGN,47,Lawyer,545561.99,30548.37,75,30,UK,UK,1,1,0,0
2024-02-13 03:29:57,61586.24,Withdrawal,EUR,73,Business Owner,865809.27,30838.11,63,9,Germany,UK,0,0,0,0
2024-03-13 17:06:56,32889.62,Withdrawal,USD,19,Engineer,30443.69,30035.82,92,16,USA,China,1,1,1,0
2024-01-11 04:38:03,53589.39,Wire Transfer,GBP,43,Business Owner,940077.55,7881.49,19,22,Germany,UK,0,0,0,0
2024-10-17 04:10:24,60576.51,Wire Transfer,NGN,18,Doctor,603898.76,19098.19,93,30,USA,Germany,1,1,1,0
2024-10-02 09:11:11,62967.31,Wire Transfer,NGN,63,Doctor,566984.43,19871.62,7,10,Nigeria,China,0,1,1,0
2024-01-19 20:10:11,47232.21,Online Payment,USD,23,Lawyer,731390.55,44689.05,79,26,UK,UK,1,0,1,1
2024-08-18 04:56:46,51479.78,Online Payment,USD,21,Business Owner,788661.75,11627.56,97,22,UK,Nigeria,0,1,0,0
2024-03-04 12:15:28,39553.59,Withdrawal,NGN,29,Doctor,11780.03,24457.23,73,21,USA,Nigeria,1,1,1,0
2024-03-01 02:25:12,68625.54,Wire Transfer,EUR,39,Doctor,993397.38,32790.19,28,26,USA,Germany,1,0,1,0
2024-06-14 02:54:32,97001.7,Cash Deposit,NGN,37,Teacher,450683.99,4223.7,57,29,China,Germany,0,0,0,0
2024-05-30 13:22:56,97786.38,Wire Transfer,GBP,20,Doctor,851909.72,4815.12,40,1,UK,China,0,1,1,0
2024-02-28 21:37:07,92064.33,Cash Deposit,GBP,18,Doctor,74307.13,41754.93,6,5,USA,Germany,1,1,0,0
2024-10-24 23:08:14,98436.6,Online Payment,USD,32,Engineer,626693.33,49787.68,98,10,USA,Nigeria,0,1,1,0
2024-01-21 17:44:10,23673.87,Withdrawal,GBP,55,Teacher,147587.7,39849.85,59,8,Germany,Nigeria,1,1,0,0
2024-09-27 15:49:10,12400.36,Online Payment,GBP,60,Doctor,34176.61,27499.12,75,23,Nigeria,USA,1,1,1,0
2024-10-14 07:00:05,68474.96,Online Payment,USD,46,Lawyer,386773.84,17234.77,27,11,Nigeria,China,0,1,1,0
2024-02-25 22:59:57,57856.61,Cash Deposit,EUR,19,Business Owner,999363.7,38359.45,58,9,USA,Nigeria,1,1,0,0
2024-07-05 00:37:51,73408.91,Cash Deposit,USD,48,Business Owner,12297.68,28633.11,58,15,China,Germany,0,0,1,0
2024-02-27 10:57:32,99352.52,Withdrawal,NGN,60,Lawyer,527952.24,43861.9,19,6,Germany,Nigeria,1,0,1,0
2024-08-11 06:55:10,88058.93,Withdrawal,EUR,39,Engineer,921891.47,23594.75,47,14,USA,Nigeria,0,0,1,0
2024-07-17 18:39:49,36841.25,Online Payment,USD,73,Teacher,176389.33,362.17,92,2,Nigeria,China,0,1,0,0
2024-07-16 03:58:32,50938.65,Cash Deposit,EUR,36,Doctor,211582.6,12585.47,29,16,Nigeria,Germany,1,0,0,0
2024-08-21 21:07:14,32432.23,Cash Deposit,EUR,40,Business Owner,347182.43,23126.79,84,12,UK,UK,1,1,0,0
2024-04-23 19:38:51,91919.43,Wire Transfer,USD,26,Engineer,740180.67,8838.24,92,11,Nigeria,Nigeria,1,0,0,0
2024-02-23 00:16:19,47008.33,Wire Transfer,USD,33,Engineer,736093.03,46938.36,81,16,Germany,Germany,0,0,0,0
